category_path,emission_type,fuel_type,factor_value,unit_cn,source
制造业 > 平板玻璃生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子（不包括市场化交易的非化石能源电量） > 全国电力平均二氧化碳排放因子（不包括市场化交易的非化石能源电量）,全国电力平均二氧化碳排放因子（不包括市场化交易的非化石能源电量）,全国,0.6096,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 平板玻璃生产企业 > 净购入电力与热力 > 电力消费 > 化石能源电力二氧化碳排放因子 > 全国化石能源电力二氧化碳排放因子,全国化石能源电力二氧化碳排放因子,全国,0.8273,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,无烟煤,98.3,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,炼焦烟煤,94.6,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,一般烟煤,94.6,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,褐煤,101.2,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,煤制品,97.5,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,焦炭,107.1,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,焦炉煤气,44.4,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,高炉煤气,259.6,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,转炉煤气,181.9,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,其他煤气,44.4,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,无烟煤,10,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,炼焦烟煤,10,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,一般烟煤,10,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,褐煤,10,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,煤制品,10,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,焦炭,10,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,焦炉煤气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,高炉煤气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,转炉煤气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,其他煤气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,无烟煤,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,炼焦烟煤,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,一般烟煤,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,褐煤,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,煤制品,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,焦炭,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,焦炉煤气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,高炉煤气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,转炉煤气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,其他煤气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,原油,73.3,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,汽油,69.3,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,煤油,71.9,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,柴油,74.1,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,燃料油,77.4,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,石脑油,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,润滑油,73.3,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,石蜡,73.3,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,溶剂油,73.3,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,石油沥青,80.7,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,石油焦,97.5,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,液化石油气,63.1,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,炼厂干气,57.6,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,其他石油制品,73.3,因子  (tCO₂/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,原油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,汽油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,煤油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,柴油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,燃料油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,石脑油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,润滑油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,石蜡,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,溶剂油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,石油沥青,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,石油焦,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,液化石油气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,炼厂干气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,其他石油制品,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》	
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,原油,0.6,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,汽油,0.6,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,煤油,0.6,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,柴油,0.6,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,燃料油,0.6,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,石脑油,0.6,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,润滑油,0.6,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,石蜡,0.6,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,溶剂油,0.6,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,石油沥青,0.6,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,石油焦,0.6,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,液化石油气,0.1,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,炼厂干气,0.1,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,其他石油制品,0.6,因子 (kgN₂O/TJ),"数据来源于《2006年IPCC清单指南》
"
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 天然气 > 二氧化碳 > 天然气,天然气,天然气,57.2,因子  (tCO₂/TJ),本土化数据，油气企业抽样实测数据
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 天然气 > 二氧化碳 > 液化天然气,液化天然气,液化天然气,56.8,因子  (tCO₂/TJ),本土化数据，油气企业抽样实测数据
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 天然气 > 甲烷,甲烷,天然气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 化石燃料燃烧 > 天然气 > 氧化亚氮,氧化亚氮,天然气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,农业废弃物,100000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,薪柴,112000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,木炭,112000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,动物粪便,100000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,沼气,54600,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,其他生物气体,54600,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,城市生活垃圾(生物成因),100000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,生物汽油,70800,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,生物柴油,70800,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,其他液体生物质燃料,79600,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
制造业 > 陶瓷生产企业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,方解石、文石和石灰石(CaCO₃),0.44,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 陶瓷生产企业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,菱镁石(MgCO₃),0.522,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 陶瓷生产企业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,碳酸钠或纯碱(Na₂CO₃),0.415,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 陶瓷生产企业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,碳酸氢钠(NaHCO₃),0.524,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 陶瓷生产企业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,菱铁矿或碳酸铁(FeCO₃),0.38,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 陶瓷生产企业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,菱锰矿(MnCO₃),0.383,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 陶瓷生产企业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,碳酸钡(BaCO₃),0.223,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 陶瓷生产企业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,碳酸锂(Li₂CO₃),0.595,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 陶瓷生产企业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,碳酸钾(K₂CO₃),0.318,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 陶瓷生产企业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,碳酸锶(SrCO₃),0.298,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 陶瓷生产企业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,白云石(CaMg(CO₃)₂),0.477,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 陶瓷生产企业 > 工业生产过程和产品使用 > 碳酸盐使用过程,碳酸盐使用过程,"铁白云石(Ca(Fe,Mg,Mn)(CO₃)₂)",0.40~0.48,因子 tCO₂/t碳酸盐,分子式质量比值，属于理论值
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 全国电力平均二氧化碳排放因子,全国电力平均二氧化碳排放因子,全国,0.5306,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,华北,0.6361,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,东北,0.5122,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,华东,0.55,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,华中,0.5271,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,西北,0.5543,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,南方,0.4042,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,西南,0.2472,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,北京,0.5554,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,天津,0.6796,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,河北,0.6516,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,山西,0.6634,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,内蒙古,0.6479,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,辽宁,0.4878,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,吉林,0.4671,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,黑龙江,0.5229,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,上海,0.5737,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,江苏,0.5827,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,浙江,0.4974,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
制造业 > 陶瓷生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,安徽,0.6553,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
