product_name,product_name_en,product_id,category,model,cf_value,cf_unit,quality_score,data_year,functional_unit
"中型柴油货车运输 [8500kg,10500kg]","medium-sized diesel trucks [8500kg,10500kg] transportation emission factor",65119X0342024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.1569,kgCO2e,5,2024,公吨·公里
"中型柴油货车运输 [7000kg,8500kg]","medium-sized diesel trucks [7000kg,8500kg] transportation emission factor",65119X0352024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.1493,kgCO2e,5,2024,公吨·公里
轻型柴油货车运输,light diesel trucks transportation emission factor,65119X0362024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.2611,kgCO2e,5,2024,公吨·公里
汽油货车运输-不区分质量区间,Transportation of petrol trucks-No distinction between quality zones,65119X0372024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.2252,kgCO2e,5,2024,公吨·公里
轻型汽油货车运输,Transportation of light petrol trucks,65119X0382024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.2248,kgCO2e,5,2024,公吨·公里
微型汽油货车运输,Transportation of miniature petrol trucks,65119X0392024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.6758,kgCO2e,5,2024,公吨·公里
纯电动货车运输-不区分质量区间,Transportation of purely electric trucks-No distinction between quality zones,65119X0402024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.1278,kgCO2e,5,2024,公吨·公里
重型纯电动货车运输,heavy-duty pure electric trucks transportation emission factor,65119X0412024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.1073,kgCO2e,5,2024,公吨·公里
轻型纯电动货车运输,lightweight all-electric trucks transportation emission factor,65119X0422024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.1361,kgCO2e,5,2024,公吨·公里
微型纯电动货车运输,Transportation of miniature pure electric trucks,65119X0432024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.2174,kgCO2e,5,2024,公吨·公里
天然气货车运输-不区分质量区间,natural gas trucks transportation emission factor-No distinction between quality zones,65119X0442024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.2478,kgCO2e,5,2024,公吨·公里
重型天然气货车运输,Transportation of heavy natural gas trucks,65119X0452024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.1088,kgCO2e,5,2024,公吨·公里
中型天然气货车运输,medium-sized natural gas trucks transportation emission factor,65119X0462024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.163,kgCO2e,5,2024,公吨·公里
轻型天然气货车运输,light natural gas trucks transportation emission factor,65119X0472024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.3013,kgCO2e,5,2024,公吨·公里
微型天然气货车运输,mini-gas trucks transportation emission factor,65119X0482024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他公路货运服务,,0.8405,kgCO2e,5,2024,公吨·公里
中型纯电动货车运输,medium-sized pure electric trucks transportation emission factor,65139X0012024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他货物管道运输服务,,0.1036,kgCO2e,5,2024,公吨·公里
铁路运输(中国市场平均),"Railway transport (Average, China)",65129X0022019C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他铁路货运服务,,0.01,kgCO2e,5,2019,公吨·公里
铁路运输,Railway (freight),65129X0032024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 其他铁路货运服务,,6.502,gCO2e,5,2024,公吨·公里
柴油货车运输服务-冷藏运输,Diesel refrigerated truck transport service,65111X0012021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.14236,kgCO2e,4,2021,公吨·公里
重型冷链柴油货车运输,heavy duty cold chain diesel trucks transportation emission factor,65111X0022024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.1095,kgCO2e,5,2024,公吨·公里
中型冷链柴油货车运输,medium-sized cold chain diesel trucks transportation emission factor,65111X0032024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.1683,kgCO2e,5,2024,公吨·公里
轻型冷链柴油货车运输,light duty cold chain diesel trucks transportation emission factor,65111X0042024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.2925,kgCO2e,5,2024,公吨·公里
轻型冷链汽油货车运输,light duty cold chain gasoline trucks transportation emission factor,65111X0052024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.2518,kgCO2e,5,2024,公吨·公里
微型冷链汽油货车运输,miniature cold chain gasoline trucks transportation emission factor,65111X0062024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.7771,kgCO2e,5,2024,公吨·公里
重型冷链纯电动货车运输,heavy-duty cold chain pure electric trucks transportation emission factor,65111X0072024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.1202,kgCO2e,5,2024,公吨·公里
中型冷链纯电动货车运输,medium-sized cold chain pure electric trucks transportation emission factor,65111X0082024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.116,kgCO2e,5,2024,公吨·公里
轻型冷链纯电动货车运输,light cold chain pure electric trucks transportation emission factor,65111X0092024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.1524,kgCO2e,5,2024,公吨·公里
微型冷链纯电动货车运输,miniature cold chain pure electric vans transportation emission factor,65111X0102024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.25,kgCO2e,5,2024,公吨·公里
重型冷链天然气货车运输,heavy duty cold chain natural gas trucks transportation emission factor,65111X0112024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.1219,kgCO2e,5,2024,公吨·公里
中型冷链天然气货车运输,medium-sized cold chain natural gas trucks transportation emission factor,65111X0122024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.1826,kgCO2e,5,2024,公吨·公里
轻型冷链天然气货车运输,light duty cold chain natural gas trucks transportation emission factor,65111X0132024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.3374,kgCO2e,5,2024,公吨·公里
微型冷链天然气货车运输,miniature cold-chained natural gas trucks transportation emission factor,65111X0142024C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 冷藏车公路货运服务,,0.9666,kgCO2e,5,2024,公吨·公里
小型货车货运服务,Minivan freight service,65117X0042014A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货公路运输服务,,0.32688,kgCO2e,4,2014,千米
轻型货车货运服务,Light truck freight service,65117X0022014A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货公路运输服务,,0.50164,kgCO2e,4,2014,千米
中型货车货运服务,Medium truck freight service,65117X0032014A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货公路运输服务,,0.51403,kgCO2e,4,2014,千米
重型货车货运服务,Heavy truck freight service,65117X0012014A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货公路运输服务,,0.59803,kgCO2e,4,2014,千米
三轮汽车行驶,Three-wheeled vehicle in motion,65117X0112023A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货公路运输服务,,80.46,gCO2e,5,2023,千米
汽油货车平均,Petrol van average,65117X0012021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货公路运输服务,,0.71915,kgCO2e,3,2021,千米
电动货车平均,Battery electric van average,65117X0022021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货公路运输服务,,0.24547,kgCO2e,3,2021,千米
运输过程-公路,Transportation processes - road,65117X0102025C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货公路运输服务,,0.076,kgCO2e,5,2025,公吨·公里
内燃机车运输,Internal Combustion Locomotive Transportation,65117X0122019C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货公路运输服务,,0.011,kgCO2e,5,2019,公吨·公里
铁路（货运）,Railway (freight),65125X0012021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货铁路运输服务,,0.02782,kgCO2e,3,2021,千米
铁路（综合货运）,Rail（Integrated freight）,65125X0012018C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货铁路运输服务,,0.008,kgCO2e,5,2018,公吨·公里
铁路运维物资供应,Railway operation and maintenance materials supply,65125X0032021C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货铁路运输服务,,106987,tCO2e,5,2021,公吨
运输过程-铁路,Transportation processes - railroads,65125X0022025C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 干散货铁路运输服务,,0.003,kgCO2e,5,2025,公吨·公里
原油管道运输,Crude oil pipeline transportation,65131X0012017A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 石油和天然气管道运输服务,,0.075,kgCO2e,4,2017,公吨·公里
天然气管道运输,Gas pipeline transportation,65131X0032022A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 石油和天然气管道运输服务,,0.056,gCO2e,4,2022,立方米·千米
原油管道运输,Crude oil pipeline transportation,65131X0042017A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 石油和天然气管道运输服务,,3,gCO2e,5,2017,桶
原油管道运输,Oil pipeline transportation,65131X0052021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 石油和天然气管道运输服务,,3.74,tCO2e,4,2021,公吨·公里
天然气管道运输,Gas pipeline transportation,65131X0062020A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 石油和天然气管道运输服务,,1.35,gCO2e,4,2020,吉焦·千米
天然气管道运输,Gas pipeline transportation,65131X0072022A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 石油和天然气管道运输服务,,6.7216,gCO2e,4,2022,立方米·千米
牵引车货运服务,Tractor freight service,65112X0012014A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 货物运输服务 > 陆路货运服务 > 罐车或半挂车公路货运服务,,1.11181,kgCO2e,4,2014,千米
快递包装箱（瓦楞纸箱单次使用）,Express packaging box ( Corrugated carton used once),68012X0072021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 邮政和信使服务 > 邮政和信使服务 > 有关包裹的邮政服务,,0.381092,kgCO2e,5,2021,次使用
快递包装箱（PP循环箱）,Express packaging box ( Polypropylene Express circulation box),68012X0092021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 邮政和信使服务 > 邮政和信使服务 > 有关包裹的邮政服务,,0.098068,kgCO2e,5,2021,次使用
运单（快递封装用）,Express waybill（Dedicated for express packaging）,68012X0012013C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 邮政和信使服务 > 邮政和信使服务 > 有关包裹的邮政服务,,1.872,kgCO2e,5,2013,kg
循环快递箱,Reusable packaging,68012X0032021C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 邮政和信使服务 > 邮政和信使服务 > 有关包裹的邮政服务,PP-单次使用,0.098,kgCO2e,5,2021,单次使用
瓦楞纸箱,Corrugated Box,68012X0072021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 邮政和信使服务 > 邮政和信使服务 > 有关包裹的邮政服务,,2.8,kgCO2e,4,2021,kg
远程飞机航程商务舱,"Long-haul, to/from UK（Business class）",66031X0012021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务,,0.42882,kgCO2e,4,2021,人·千米
远程飞机航程头等舱,"Long-haul, to/from UK（First class）",66031X0022021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务,,0.59147,kgCO2e,4,2021,人·千米
国际飞机航程,"International, to/from non",66031X0032021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务,,0.18362,kgCO2e,4,2021,人·千米
国际飞机航程经济舱,"International, to/from non-UK（Economy class）",66031X0042021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务,,0.140625,kgCO2e,4,2021,人·千米
国际飞机航程高端经济舱,"International, to/from non-UK（Premium economy class）",66031X0052021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务,,0.225,kgCO2e,4,2021,人·千米
汽车运输船,Vehicle transport average,66022X0022021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务,,0.038579,kgCO2e,4,2021,公吨·公里
滚装船,RoRo-Ferry,66022X0032021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务,,0.051659,kgCO2e,4,2021,公吨·公里
冷藏船,Refrigerated cargo,66022X0042021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务,,0.01308,kgCO2e,4,2021,公吨
汽油小客车运输,Gasoline Car Transportation Emission Factor,66032X0012021C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务,,0.041,kgCO2e,5,2021,人·千米
电动小客车运输,Electric car transportation emission factor,66032X0022021C,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务,,0.022,kgCO2e,5,2021,人·千米
汽油出租车运输,Gasoline Taxi,66011X0012021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的公共汽车和大客车出租服务,,0.041,kgCO2e,4,2021,人·千米
电动出租车运输,Electric Taxi,66011X0022021A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的交通工具出租服务 > 配备驾驶员的公共汽车和大客车出租服务,,0.01696,kgCO2e,4,2021,人·千米
苹果手表系列6-(GPS) 44毫米铝制表壳，带运动环,Apple Watch Series 6-(GPS) 44mm Aluminum Case with Sport Loop,62285X0012020B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 专销店零售业服务 > 电子产品和电子通讯器材及其零件的专销店零售业服务,Apple Watch Series 6-(GPS) 44mm Aluminum Case with Sport Loop,32,kgCO2e,5,2020,块
苹果手表系列6-(GPS + Cellular) 44mm 铝制表壳，带运动表带,Apple Watch Series 6-(GPS + Cellular) 44mm Aluminum Case with Sport Band,62285X0022020B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 专销店零售业服务 > 电子产品和电子通讯器材及其零件的专销店零售业服务,Apple Watch Series 6-(GPS + Cellular) 44mm Aluminum Case with Sport Band,36,kgCO2e,5,2020,块
苹果手表系列6-(GPS + Cellular) 44mm 不锈钢表壳，带运动表带,Apple Watch Series 6-(GPS + Cellular) 44mm Stainless Steel Case with Sport Band,62285X0032020B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 专销店零售业服务 > 电子产品和电子通讯器材及其零件的专销店零售业服务,Apple Watch Series 6-(GPS + Cellular) 44mm Stainless Steel Case with Sport Band,43,kgCO2e,5,2020,块
苹果手表系列6-钛金属表壳，带运动表带和运动圈,Apple Watch Series 6-(GPS + Cellular) 44mm Titanium Case with Sport Band and Sport Loop,62285X0042020B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 专销店零售业服务 > 电子产品和电子通讯器材及其零件的专销店零售业服务,Apple Watch Series 6-(GPS + Cellular) 44mm Titanium Case with Sport Band and Sport Loop,42,kgCO2e,5,2020,块
苹果手表系列3,Apple Watch Series 3,62285X0052018B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 专销店零售业服务 > 电子产品和电子通讯器材及其零件的专销店零售业服务,,28,kgCO2e,5,2018,块
苹果手机,mobile phone,62285X0072016B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 专销店零售业服务 > 电子产品和电子通讯器材及其零件的专销店零售业服务,32G 黑色 iPhone 7,19.71,kgCO2e,5,2016,台
阿萨姆奶茶400ml,Assam Milk Tea 400ml,62127X0012020B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 非专销店零售业服务 > 咖啡、茶和香料的非专销店零售业服务,,220,kgCO2e,4,2020,包
阿萨姆奶茶350ml,(Assam Milk Tea 350ml),62127X0022020B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 非专销店零售业服务 > 咖啡、茶和香料的非专销店零售业服务,,220,kgCO2e,5,2020,包
苹果手表系列7（45mm 铝合金表壳）,Apple Watch Series 7-45mm Aluminum Case with Sport Band,62185X0012021B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 非专销店零售业服务 > 电子产品和电子通讯器材及其零件的非专销店零售业服务,Apple Watch Series 7-45mm Aluminum Case with Sport Band,34,kgCO2e,5,2021,块
苹果手表系列7（45mm 不锈钢表壳）,Apple Watch Series 7-45mm Stainless Steel Case with Sport Band,62185X0022021B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 非专销店零售业服务 > 电子产品和电子通讯器材及其零件的非专销店零售业服务,Apple Watch Series 7-45mm Stainless Steel Case with Sport Band,37,kgCO2e,5,2021,个
苹果手表系列7（45mm 不锈钢表带）,Apple Watch Series 7-45mm Stainless Steel with Milanese Loop,62185X0032021B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 非专销店零售业服务 > 电子产品和电子通讯器材及其零件的非专销店零售业服务,Apple Watch Series 7-45mm Stainless Steel with Milanese Loop,34,kgCO2e,5,2021,块
苹果手表系列7（45mm 钛金属表壳）,Apple Watch Series 7-45mm Titanium Case with Sport Band and Leather Link,62185X0042021B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 非专销店零售业服务 > 电子产品和电子通讯器材及其零件的非专销店零售业服务,Apple Watch Series 7-45mm Titanium Case with Sport Band and Leather Link,41,kgCO2e,5,2021,块
苹果手表系列6-(GPS) 44毫米铝制表壳，带运动表带,Apple Watch Series 6-(GPS) 44mm Aluminum Case with Sport Band,62185X0052020B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 非专销店零售业服务 > 电子产品和电子通讯器材及其零件的非专销店零售业服务,Apple Watch Series 6-(GPS) 44mm Aluminum Case with Sport Band,35,kgCO2e,5,2020,块
苹果，手表系列6-(GPS + Cellular) 44毫米不锈钢表壳，带米兰式表圈,Apple Watch Series 6-(GPS + Cellular) 44mm Stainless Steel with Milanese Loop,62185X0062020B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 非专销店零售业服务 > 电子产品和电子通讯器材及其零件的非专销店零售业服务,Apple Watch Series 6-(GPS + Cellular) 44mm Stainless Steel with Milanese Loop,41,kgCO2e,5,2020,部
苹果，手表系列SE-(GPS) 44毫米铝制运动表带,Apple Watch SE- (GPS) 44mm Aluminum Case with Sport Band,62185X0072020B,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 非专销店零售业服务 > 电子产品和电子通讯器材及其零件的非专销店零售业服务,Apple Watch SE- (GPS) 44mm Aluminum Case with Sport Band,34,kgCO2e,5,2020,个
苹果手表极致版2,Apple Watch Ultra 2,62185X0122023A,首页 > 经销行业服务；住宿；食品和饮料服务；运输服务；及公用事业分配服务 > 零售业服务 > 非专销店零售业服务 > 电子产品和电子通讯器材及其零件的非专销店零售业服务,Ultra 2,12,kgCO2e,5,2023,台
中控显示屏,Central control display screen,44918X0022021B,首页 > 金属制品、机械和设备 > 专用机械 > 其他专用机械及其零件 > 半导体晶圆、半导体设备、集成电路和液晶显示屏制造机,中控显示屏,0.00132,tCO2e,4,2021,套
KF80-LC 热泵热水器,KF80-LC heat pump water heater,44831X0012015A,首页 > 金属制品、机械和设备 > 专用机械 > 家用电器及其零件 > 下列设备的零件；配有整装电动机的家用电器具、剃须刀及剪毛器；瞬时电热水器或存储式电热水器及浸入式热水器，空间电热装置及土壤电热装置；电热烫发装置及电热手烘干机；电熨斗；其他家用电热用具,KF80-LC,5866.28,kgCO2e,4,2015,台
科沃斯T9扫地机器人,sweeping robot,44816X0082021A,首页 > 金属制品、机械和设备 > 专用机械 > 家用电器及其零件 > 其他小型家用电器（包括真空吸尘器、厨房废弃物处理器、食物搅拌器、剃须刀、吹风机、熨斗、咖啡壶和烤面包器）,,232.453,kgCO2e,4,2021,台
榨汁机/破壁机,Juicer,44816X0012016A,首页 > 金属制品、机械和设备 > 专用机械 > 家用电器及其零件 > 其他小型家用电器（包括真空吸尘器、厨房废弃物处理器、食物搅拌器、剃须刀、吹风机、熨斗、咖啡壶和烤面包器）,,304.824,kgCO2e,5,2016,台
洗碗机,Dishwasher,44816X0022013A,首页 > 金属制品、机械和设备 > 专用机械 > 家用电器及其零件 > 其他小型家用电器（包括真空吸尘器、厨房废弃物处理器、食物搅拌器、剃须刀、吹风机、熨斗、咖啡壶和烤面包器）,,3672.49,kgCO2e,5,2013,台
面包机,Bread machine,44816X0032018A,首页 > 金属制品、机械和设备 > 专用机械 > 家用电器及其零件 > 其他小型家用电器（包括真空吸尘器、厨房废弃物处理器、食物搅拌器、剃须刀、吹风机、熨斗、咖啡壶和烤面包器）,,46,kgCO2e,3,2018,台
扫地机器人,robot vacuum cleaner,44816X0092022A,首页 > 金属制品、机械和设备 > 专用机械 > 家用电器及其零件 > 其他小型家用电器（包括真空吸尘器、厨房废弃物处理器、食物搅拌器、剃须刀、吹风机、熨斗、咖啡壶和烤面包器）,科沃斯品牌T9型号,232.453,kgCO2e,4,2022,件
微波炉,Microwave,44816X0042018A,首页 > 金属制品、机械和设备 > 专用机械 > 家用电器及其零件 > 其他小型家用电器（包括真空吸尘器、厨房废弃物处理器、食物搅拌器、剃须刀、吹风机、熨斗、咖啡壶和烤面包器）,,160,kgCO2e,3,2018,台
微波炉,Microwave Oven,44816X0052010A,首页 > 金属制品、机械和设备 > 专用机械 > 家用电器及其零件 > 其他小型家用电器（包括真空吸尘器、厨房废弃物处理器、食物搅拌器、剃须刀、吹风机、熨斗、咖啡壶和烤面包器）,,2269.85,kgCO2e,5,2010,台
真空吸尘器,vacuum cleaner,44816X0062018A,首页 > 金属制品、机械和设备 > 专用机械 > 家用电器及其零件 > 其他小型家用电器（包括真空吸尘器、厨房废弃物处理器、食物搅拌器、剃须刀、吹风机、熨斗、咖啡壶和烤面包器）,-,416,kgCO2e,4,2018,个
